Year,Week,GameID,Team Home Abbrev,Team Home Name, Team Home Score,Team Away Abbrev,Team Away Name,Team Away Score
1983,5,1983100202,PIT,steelers,17,HOU,oilers,10
1983,5,1983100201,CIN,bengals,31,BAL,colts,34
1983,5,1983100200,CHI,bears,31,DEN,broncos,14
1983,5,1983100212,ATL,falcons,24,PHI,eagles,28
1983,5,1983100205,NO,saints,17,MIA,dolphins,7
1983,5,1983100211,RAM,rams,21,DET,lions,10
1983,5,1983100210,MIN,vikings,24,DAL,cowboys,37
1983,5,1983100209,NYG,giants,34,SD,chargers,41
1983,5,1983100208,KC,chiefs,38,STL,cardinals,14
1983,5,1983100207,CLE,browns,9,SEA,seahawks,24
1983,5,1983100206,GB,packers,55,TB,buccaneers,14
1983,5,1983100300,BUF,bills,10,NYJ,jets,34
1983,6,1983100912,STL,cardinals,14,WAS,redskins,38
1983,6,1983100911,DAL,cowboys,27,TB,buccaneers,24
1983,6,1983100910,NYG,giants,13,PHI,eagles,17
1983,6,1983100909,ATL,falcons,17,NO,saints,19
1983,6,1983100908,SF,49ers,7,RAM,rams,10
1983,6,1983100907,DET,lions,38,GB,packers,14
1983,6,1983100906,CHI,bears,14,MIN,vikings,23
1983,6,1983100905,CLE,browns,10,NYJ,jets,7
1983,6,1983100904,BAL,colts,12,NE,patriots,7
1983,6,1983100903,RAI,raiders,21,KC,chiefs,20
1983,6,1983100902,HOU,oilers,14,DEN,broncos,26
1983,6,1983100901,MIA,dolphins,35,BUF,bills,38
1983,6,1983100900,SD,chargers,28,SEA,seahawks,21
1983,6,1983101000,CIN,bengals,14,PIT,steelers,24
1983,7,1983101612,RAM,rams,27,ATL,falcons,21
1983,7,1983101611,DET,lions,31,CHI,bears,17
1983,7,1983101610,TB,buccaneers,27,STL,cardinals,34
1983,7,1983101609,DAL,cowboys,37,PHI,eagles,7
1983,7,1983101608,KC,chiefs,38,NYG,giants,17
1983,7,1983101607,NE,patriots,37,SD,chargers,21
1983,7,1983101606,NO,saints,13,SF,49ers,32
1983,7,1983101605,DEN,broncos,24,CIN,bengals,17
1983,7,1983101604,NYJ,jets,14,MIA,dolphins,32
1983,7,1983101603,SEA,seahawks,38,RAI,raiders,36
1983,7,1983101602,MIN,vikings,34,HOU,oilers,14
1983,7,1983101601,PIT,steelers,44,CLE,browns,17
1983,7,1983101600,BAL,colts,7,BUF,bills,30
1983,7,1983101700,GB,packers,48,WAS,redskins,47
1983,8,1983102312,WAS,redskins,38,DET,lions,17
1983,8,1983102311,GB,packers,17,MIN,vikings,20
1983,8,1983102310,PHI,eagles,6,CHI,bears,7
1983,8,1983102309,RAM,rams,35,SF,49ers,45
1983,8,1983102308,TB,buccaneers,21,NO,saints,24
1983,8,1983102307,DEN,broncos,14,SD,chargers,6
1983,8,1983102306,NYJ,jets,21,ATL,falcons,27
1983,8,1983102305,SEA,seahawks,21,PIT,steelers,27
1983,8,1983102304,BUF,bills,0,NE,patriots,31
1983,8,1983102303,BAL,colts,7,MIA,dolphins,21
1983,8,1983102302,DAL,cowboys,38,RAI,raiders,40
1983,8,1983102301,HOU,oilers,10,KC,chiefs,13
1983,8,1983102300,CIN,bengals,28,CLE,browns,21
1983,8,1983102400,STL,cardinals,20,NYG,giants,20
1983,9,1983103012,NYG,giants,20,DAL,cowboys,38
1983,9,1983103011,STL,cardinals,41,MIN,vikings,31
1983,9,1983103010,MIA,dolphins,30,RAM,rams,14
1983,9,1983103009,CIN,bengals,34,GB,packers,14
1983,9,1983103008,RAI,raiders,21,SEA,seahawks,34
1983,9,1983103007,SF,49ers,13,NYJ,jets,27
1983,9,1983103006,CHI,bears,17,DET,lions,38
1983,9,1983103005,PIT,steelers,17,TB,buccaneers,12
1983,9,1983103004,BUF,bills,27,NO,saints,21
1983,9,1983103003,PHI,eagles,21,BAL,colts,22
1983,9,1983103002,CLE,browns,25,HOU,oilers,19
1983,9,1983103001,ATL,falcons,24,NE,patriots,13
1983,9,1983103000,DEN,broncos,27,KC,chiefs,24
1983,9,1983103100,SD,chargers,24,WAS,redskins,27
1983,10,1983110606,NO,saints,27,ATL,falcons,10
1983,10,1983110604,PIT,steelers,26,SD,chargers,3
1983,10,1983110603,PHI,eagles,20,DAL,cowboys,27
1983,10,1983110602,MIN,vikings,12,TB,buccaneers,17
1983,10,1983110601,HOU,oilers,14,CIN,bengals,55
1983,10,1983110600,NE,patriots,21,BUF,bills,7
1983,10,1983110605,RAM,rams,21,CHI,bears,14
1983,10,1983110612,SF,49ers,17,MIA,dolphins,20
1983,10,1983110611,SEA,seahawks,27,DEN,broncos,19
1983,10,1983110610,GB,packers,35,CLE,browns,21
1983,10,1983110609,KC,chiefs,20,RAI,raiders,28
1983,10,1983110608,NYJ,jets,14,BAL,colts,17
1983,10,1983110607,WAS,redskins,45,STL,cardinals,7
1983,10,1983110700,DET,lions,15,NYG,giants,9
1983,11,1983111312,KC,chiefs,20,CIN,bengals,15
1983,11,1983111311,NYG,giants,17,WAS,redskins,33
1983,11,1983111310,RAI,raiders,22,DEN,broncos,20
1983,11,1983111309,NE,patriots,17,MIA,dolphins,6
1983,11,1983111308,BAL,colts,13,PIT,steelers,24
1983,11,1983111307,STL,cardinals,33,SEA,seahawks,28
1983,11,1983111306,NYJ,jets,17,BUF,bills,24
1983,11,1983111305,MIN,vikings,21,GB,packers,29
1983,11,1983111304,CLE,browns,20,TB,buccaneers,0
1983,11,1983111303,CHI,bears,17,PHI,eagles,14
1983,11,1983111302,SF,49ers,27,NO,saints,0
1983,11,1983111301,HOU,oilers,27,DET,lions,17
1983,11,1983111300,SD,chargers,24,DAL,cowboys,23
1983,11,1983111400,ATL,falcons,13,RAM,rams,36
1983,12,1983112006,GB,packers,20,DET,lions,23
1983,12,1983112004,TB,buccaneers,0,CHI,bears,27
1983,12,1983112003,DAL,cowboys,41,KC,chiefs,21
1983,12,1983112002,MIA,dolphins,37,BAL,colts,0
1983,12,1983112001,CIN,bengals,38,HOU,oilers,10
1983,12,1983112000,NE,patriots,0,CLE,browns,30
1983,12,1983112005,DEN,broncos,38,SEA,seahawks,27
1983,12,1983112012,ATL,falcons,28,SF,49ers,24
1983,12,1983112011,PHI,eagles,0,NYG,giants,23
1983,12,1983112010,RAM,rams,20,WAS,redskins,42
1983,12,1983112009,PIT,steelers,14,MIN,vikings,17
1983,12,1983112008,STL,cardinals,44,SD,chargers,14
1983,12,1983112007,BUF,bills,24,RAI,raiders,27
1983,12,1983112100,NO,saints,28,NYJ,jets,31
1983,13,1983112400,DET,lions,45,PIT,steelers,3
1983,13,1983112401,DAL,cowboys,35,STL,cardinals,17
1983,13,1983112710,NYJ,jets,26,NE,patriots,3
1983,13,1983112709,NO,saints,17,MIN,vikings,16
1983,13,1983112708,ATL,falcons,47,GB,packers,41
1983,13,1983112707,SEA,seahawks,51,KC,chiefs,48
1983,13,1983112706,WAS,redskins,28,PHI,eagles,24
1983,13,1983112705,RAI,raiders,27,NYG,giants,12
1983,13,1983112704,CLE,browns,41,BAL,colts,23
1983,13,1983112700,RAM,rams,41,BUF,bills,17
1983,13,1983112701,CHI,bears,13,SF,49ers,3
1983,13,1983112703,TB,buccaneers,33,HOU,oilers,24
1983,13,1983112702,SD,chargers,31,DEN,broncos,7
1983,13,1983112800,MIA,dolphins,38,CIN,bengals,14
1983,14,1983120100,SD,chargers,10,RAI,raiders,42
1983,14,1983120403,NYG,giants,6,STL,cardinals,10
1983,14,1983120402,NE,patriots,7,NO,saints,0
1983,14,1983120401,PHI,eagles,13,RAM,rams,9
1983,14,1983120400,SF,49ers,35,TB,buccaneers,21
1983,14,1983120411,SEA,seahawks,10,DAL,cowboys,35
1983,14,1983120405,PIT,steelers,10,CIN,bengals,23
1983,14,1983120404,KC,chiefs,9,BUF,bills,14
1983,14,1983120410,GB,packers,31,CHI,bears,28
1983,14,1983120409,WAS,redskins,37,ATL,falcons,21
1983,14,1983120408,BAL,colts,6,NYJ,jets,10
1983,14,1983120407,HOU,oilers,17,MIA,dolphins,24
1983,14,1983120406,DEN,broncos,27,CLE,browns,6
1983,14,1983120500,DET,lions,13,MIN,vikings,2
1983,15,1983121001,MIA,dolphins,31,ATL,falcons,24
1983,15,1983121000,NYJ,jets,7,PIT,steelers,34
1983,15,1983121106,NYG,giants,12,SEA,seahawks,17
1983,15,1983121105,RAM,rams,7,NE,patriots,21
1983,15,1983121104,SD,chargers,41,KC,chiefs,38
1983,15,1983121103,CIN,bengals,17,DET,lions,9
1983,15,1983121102,MIN,vikings,13,CHI,bears,19
1983,15,1983121101,DEN,broncos,21,BAL,colts,19
1983,15,1983121107,PHI,eagles,17,NO,saints,20
1983,15,1983121100,HOU,oilers,34,CLE,browns,27
1983,15,1983121108,RAI,raiders,24,STL,cardinals,34
1983,15,1983121109,BUF,bills,10,SF,49ers,23
1983,15,1983121110,DAL,cowboys,10,WAS,redskins,31
1983,15,1983121200,TB,buccaneers,9,GB,packers,12
1983,16,1983121600,MIA,dolphins,34,NYJ,jets,14
1983,16,1983121701,WAS,redskins,31,NYG,giants,22
1983,16,1983121700,MIN,vikings,20,CIN,bengals,14
1983,16,1983121801,ATL,falcons,31,BUF,bills,14
1983,16,1983121805,SEA,seahawks,24,NE,patriots,6
1983,16,1983121800,KC,chiefs,48,DEN,broncos,17
1983,16,1983121803,DET,lions,23,TB,buccaneers,20
1983,16,1983121804,STL,cardinals,31,PHI,eagles,7
1983,16,1983121809,NO,saints,24,RAM,rams,26
1983,16,1983121808,CLE,browns,30,PIT,steelers,17
1983,16,1983121807,CHI,bears,23,GB,packers,21
1983,16,1983121806,RAI,raiders,30,SD,chargers,14
1983,16,1983121802,BAL,colts,20,HOU,oilers,10
1983,16,1983121900,SF,49ers,42,DAL,cowboys,17
1984,1,1984090203,CHI,bears,34,TB,buccaneers,14
1984,1,1984090202,DET,lions,27,SF,49ers,30
1984,1,1984090201,GB,packers,24,STL,cardinals,23
1984,1,1984090204,IND,colts,14,NYJ,jets,23
1984,1,1984090211,HOU,oilers,14,RAI,raiders,24
1984,1,1984090205,DEN,broncos,20,CIN,bengals,17
1984,1,1984090210,PIT,steelers,27,KC,chiefs,37
1984,1,1984090209,BUF,bills,17,NE,patriots,21
1984,1,1984090208,WAS,redskins,17,MIA,dolphins,35
1984,1,1984090207,NO,saints,28,ATL,falcons,36
1984,1,1984090206,MIN,vikings,13,SD,chargers,42
1984,1,1984090200,NYG,giants,28,PHI,eagles,27
1984,1,1984090300,SEA,seahawks,33,CLE,browns,0
1984,1,1984090301,RAM,rams,13,DAL,cowboys,20
1984,2,1984090600,NYJ,jets,17,PIT,steelers,23
1984,2,1984090905,PHI,eagles,19,MIN,vikings,17
1984,2,1984090906,HOU,oilers,21,IND,colts,35
1984,2,1984090903,NO,saints,17,TB,buccaneers,13
1984,2,1984090902,CHI,bears,27,DEN,broncos,0
1984,2,1984090901,RAM,rams,20,CLE,browns,17
1984,2,1984090900,STL,cardinals,37,BUF,bills,7
1984,2,1984090904,RAI,raiders,28,GB,packers,7
1984,2,1984090911,ATL,falcons,24,DET,lions,27
1984,2,1984090910,NYG,giants,28,DAL,cowboys,7
1984,2,1984090909,SEA,seahawks,31,SD,chargers,17
1984,2,1984090908,MIA,dolphins,28,NE,patriots,7
1984,2,1984090907,CIN,bengals,22,KC,chiefs,27
1984,2,1984091000,SF,49ers,37,WAS,redskins,31
1984,3,1984091607,WAS,redskins,30,NYG,giants,14
1984,3,1984091606,DAL,cowboys,23,PHI,eagles,17
1984,3,1984091605,MIN,vikings,27,ATL,falcons,20
1984,3,1984091604,NE,patriots,38,SEA,seahawks,23
1984,3,1984091603,KC,chiefs,20,RAI,raiders,22
1984,3,1984091602,SD,chargers,31,HOU,oilers,14
1984,3,1984091608,GB,packers,7,CHI,bears,9
1984,3,1984091600,NYJ,jets,43,CIN,bengals,23
1984,3,1984091601,CLE,browns,14,DEN,broncos,24
1984,3,1984091612,SF,49ers,30,NO,saints,20
1984,3,1984091611,PIT,steelers,24,RAM,rams,14
1984,3,1984091610,TB,buccaneers,21,DET,lions,17
1984,3,1984091609,IND,colts,33,STL,cardinals,34
1984,3,1984091700,BUF,bills,17,MIA,dolphins,21
1984,4,1984092312,DET,lions,28,MIN,vikings,29
1984,4,1984092311,NO,saints,34,STL,cardinals,24
1984,4,1984092310,CIN,bengals,14,RAM,rams,24
1984,4,1984092309,NE,patriots,10,WAS,redskins,26
1984,4,1984092308,DAL,cowboys,20,GB,packers,6
1984,4,1984092307,NYG,giants,17,TB,buccaneers,14
1984,4,1984092306,PHI,eagles,9,SF,49ers,21
1984,4,1984092305,SEA,seahawks,38,CHI,bears,9
1984,4,1984092304,CLE,browns,20,PIT,steelers,10
1984,4,1984092303,BUF,bills,26,NYJ,jets,28
1984,4,1984092302,DEN,broncos,21,KC,chiefs,0
1984,4,1984092301,MIA,dolphins,44,IND,colts,7
1984,4,1984092300,ATL,falcons,42,HOU,oilers,10
1984,4,1984092400,RAI,raiders,33,SD,chargers,30
1984,5,1984093002,KC,chiefs,10,CLE,browns,6
1984,5,1984093001,RAM,rams,33,NYG,giants,12
1984,5,1984093000,IND,colts,31,BUF,bills,17
1984,5,1984093010,SF,49ers,14,ATL,falcons,5
1984,5,1984093012,CHI,bears,14,DAL,cowboys,23
1984,5,1984093011,MIN,vikings,12,SEA,seahawks,20
1984,5,1984093003,WAS,redskins,20,PHI,eagles,0
1984,5,1984093009,NYJ,jets,21,NE,patriots,28
1984,5,1984093008,TB,buccaneers,30,GB,packers,27
1984,5,1984093007,SD,chargers,27,DET,lions,24
1984,5,1984093006,STL,cardinals,28,MIA,dolphins,36
1984,5,1984093005,HOU,oilers,10,NO,saints,27
1984,5,1984093004,DEN,broncos,16,RAI,raiders,13
1984,5,1984100100,PIT,steelers,38,CIN,bengals,17
1984,6,1984100709,RAI,raiders,28,SEA,seahawks,14
1984,6,1984100708,GB,packers,28,SD,chargers,34
1984,6,1984100707,CIN,bengals,13,HOU,oilers,3
1984,6,1984100706,DET,lions,7,DEN,broncos,28
1984,6,1984100705,RAM,rams,28,ATL,falcons,30
1984,6,1984100704,CHI,bears,20,NO,saints,7
1984,6,1984100710,PIT,steelers,7,MIA,dolphins,31
1984,6,1984100702,IND,colts,7,WAS,redskins,35
1984,6,1984100701,DAL,cowboys,20,STL,cardinals,31
1984,6,1984100700,BUF,bills,17,PHI,eagles,27
1984,6,1984100703,TB,buccaneers,35,MIN,vikings,31
1984,6,1984100712,CLE,browns,16,NE,patriots,17
1984,6,1984100711,KC,chiefs,16,NYJ,jets,17
1984,6,1984100800,NYG,giants,10,SF,49ers,31
1984,7,1984101403,SF,49ers,17,PIT,steelers,20
1984,7,1984101402,NE,patriots,20,CIN,bengals,14
1984,7,1984101401,SEA,seahawks,31,BUF,bills,28
1984,7,1984101400,KC,chiefs,31,SD,chargers,13
1984,7,1984101411,WAS,redskins,34,DAL,cowboys,14
1984,7,1984101412,NO,saints,10,RAM,rams,28
1984,7,1984101404,CLE,browns,20,NYJ,jets,24
1984,7,1984101410,STL,cardinals,38,CHI,bears,21
1984,7,1984101409,RAI,raiders,23,MIN,vikings,20
1984,7,1984101408,ATL,falcons,7,NYG,giants,19
1984,7,1984101407,DET,lions,13,TB,buccaneers,7
1984,7,1984101406,MIA,dolphins,28,HOU,oilers,10
1984,7,1984101405,PHI,eagles,16,IND,colts,7
1984,7,1984101500,DEN,broncos,17,GB,packers,14
1984,8,1984102106,MIN,vikings,14,DET,lions,16
1984,8,1984102112,NYJ,jets,28,KC,chiefs,7
1984,8,1984102111,BUF,bills,7,DEN,broncos,37
1984,8,1984102109,SD,chargers,37,RAI,raiders,44
1984,8,1984102108,IND,colts,17,PIT,steelers,16
1984,8,1984102107,GB,packers,24,SEA,seahawks,30
1984,8,1984102110,NE,patriots,24,MIA,dolphins,44
1984,8,1984102105,TB,buccaneers,9,CHI,bears,44
1984,8,1984102104,STL,cardinals,26,WAS,redskins,24
1984,8,1984102103,HOU,oilers,21,SF,49ers,34
1984,8,1984102102,PHI,eagles,24,NYG,giants,10
1984,8,1984102101,DAL,cowboys,30,NO,saints,27
1984,8,1984102100,CIN,bengals,12,CLE,browns,9
1984,8,1984102200,ATL,falcons,10,RAM,rams,24
1984,9,1984102804,GB,packers,41,DET,lions,9
1984,9,1984102803,KC,chiefs,24,TB,buccaneers,20
1984,9,1984102802,PIT,steelers,35,ATL,falcons,10
1984,9,1984102801,NYG,giants,37,WAS,redskins,13
1984,9,1984102800,NE,patriots,30,NYJ,jets,20
1984,9,1984102812,RAI,raiders,19,DEN,broncos,22
1984,9,1984102805,CHI,bears,16,MIN,vikings,7
1984,9,1984102811,HOU,oilers,13,CIN,bengals,31
1984,9,1984102810,DAL,cowboys,22,IND,colts,3
1984,9,1984102809,MIA,dolphins,38,BUF,bills,7
1984,9,1984102808,RAM,rams,0,SF,49ers,33
1984,9,1984102807,PHI,eagles,14,STL,cardinals,34
1984,9,1984102806,CLE,browns,14,NO,saints,16
1984,9,1984102900,SD,chargers,0,SEA,seahawks,24
1984,10,1984110412,BUF,bills,10,CLE,browns,13
1984,10,1984110411,MIN,vikings,27,TB,buccaneers,24
1984,10,1984110410,PIT,steelers,35,HOU,oilers,7
1984,10,1984110409,NO,saints,13,GB,packers,23
1984,10,1984110408,SEA,seahawks,45,KC,chiefs,0
1984,10,1984110407,SF,49ers,23,CIN,bengals,17
1984,10,1984110406,IND,colts,10,SD,chargers,38
1984,10,1984110405,CHI,bears,17,RAI,raiders,6
1984,10,1984110404,DEN,broncos,26,NE,patriots,19
1984,10,1984110403,NYJ,jets,17,MIA,dolphins,31
1984,10,1984110402,DET,lions,23,PHI,eagles,23
1984,10,1984110401,DAL,cowboys,7,NYG,giants,19
1984,10,1984110400,STL,cardinals,13,RAM,rams,16
1984,10,1984110500,WAS,redskins,27,ATL,falcons,14
1984,11,1984111112,KC,chiefs,16,HOU,oilers,17
1984,11,1984111111,SD,chargers,13,DEN,broncos,16
1984,11,1984111110,RAM,rams,29,CHI,bears,13
1984,11,1984111109,CIN,bengals,22,PIT,steelers,20
1984,11,1984111108,NYJ,jets,5,IND,colts,9
1984,11,1984111107,MIA,dolphins,24,PHI,eagles,23
1984,11,1984111106,TB,buccaneers,20,NYG,giants,17
1984,11,1984111105,ATL,falcons,13,NO,saints,17
1984,11,1984111104,GB,packers,45,MIN,vikings,17
1984,11,1984111103,NE,patriots,38,BUF,bills,10
1984,11,1984111102,STL,cardinals,17,DAL,cowboys,24
1984,11,1984111101,WAS,redskins,28,DET,lions,14
1984,11,1984111100,CLE,browns,7,SF,49ers,41
1984,11,1984111200,SEA,seahawks,17,RAI,raiders,14
1984,12,1984111812,SD,chargers,34,MIA,dolphins,28
1984,12,1984111811,RAI,raiders,17,KC,chiefs,7
1984,12,1984111810,ATL,falcons,7,CLE,browns,23
1984,12,1984111809,IND,colts,17,NE,patriots,50
1984,12,1984111808,CHI,bears,16,DET,lions,14
1984,12,1984111807,BUF,bills,14,DAL,cowboys,3
1984,12,1984111806,CIN,bengals,6,SEA,seahawks,26
1984,12,1984111805,HOU,oilers,31,NYJ,jets,20
1984,12,1984111804,GB,packers,31,RAM,rams,6
1984,12,1984111803,DEN,broncos,42,MIN,vikings,21
1984,12,1984111802,PHI,eagles,16,WAS,redskins,10
1984,12,1984111801,NYG,giants,16,STL,cardinals,10
1984,12,1984111800,SF,49ers,24,TB,buccaneers,17
1984,12,1984111900,NO,saints,27,PIT,steelers,24
1984,13,1984112200,DET,lions,31,GB,packers,28
1984,13,1984112201,DAL,cowboys,20,NE,patriots,17
1984,13,1984112510,NO,saints,3,SF,49ers,35
1984,13,1984112509,DEN,broncos,24,SEA,seahawks,27
1984,13,1984112508,CIN,bengals,35,ATL,falcons,14
1984,13,1984112507,PIT,steelers,52,SD,chargers,24
1984,13,1984112506,NYG,giants,28,KC,chiefs,27
1984,13,1984112505,RAI,raiders,21,IND,colts,7
1984,13,1984112504,CLE,browns,27,HOU,oilers,10
1984,13,1984112500,MIN,vikings,3,CHI,bears,34
1984,13,1984112501,TB,buccaneers,33,RAM,rams,34
1984,13,1984112503,WAS,redskins,41,BUF,bills,14
1984,13,1984112502,STL,cardinals,17,PHI,eagles,16
1984,13,1984112600,MIA,dolphins,28,NYJ,jets,17
1984,14,1984112900,MIN,vikings,17,WAS,redskins,31
1984,14,1984120201,KC,chiefs,16,DEN,broncos,13
1984,14,1984120200,CLE,browns,17,CIN,bengals,20
1984,14,1984120209,ATL,falcons,17,SF,49ers,35
1984,14,1984120203,MIA,dolphins,34,RAI,raiders,45
1984,14,1984120211,NE,patriots,10,STL,cardinals,33
1984,14,1984120210,NYJ,jets,10,NYG,giants,20
1984,14,1984120202,BUF,bills,21,IND,colts,15
1984,14,1984120208,GB,packers,27,TB,buccaneers,14
1984,14,1984120207,RAM,rams,34,NO,saints,21
1984,14,1984120206,SEA,seahawks,38,DET,lions,17
1984,14,1984120205,PHI,eagles,10,DAL,cowboys,26
1984,14,1984120204,HOU,oilers,23,PIT,steelers,20
1984,14,1984120300,SD,chargers,20,CHI,bears,7
1984,15,1984120800,NYJ,jets,21,BUF,bills,17
1984,15,1984120801,SF,49ers,51,MIN,vikings,7
1984,15,1984120910,STL,cardinals,31,NYG,giants,21
1984,15,1984120909,CHI,bears,14,GB,packers,20
1984,15,1984120908,TB,buccaneers,23,ATL,falcons,6
1984,15,1984120907,KC,chiefs,34,SEA,seahawks,7
1984,15,1984120906,DEN,broncos,16,SD,chargers,13
1984,15,1984120905,DAL,cowboys,28,WAS,redskins,30
1984,15,1984120904,PHI,eagles,27,NE,patriots,17
1984,15,1984120900,NO,saints,21,CIN,bengals,24
1984,15,1984120901,PIT,steelers,23,CLE,browns,20
1984,15,1984120903,IND,colts,17,MIA,dolphins,35
1984,15,1984120902,RAM,rams,27,HOU,oilers,16
1984,15,1984121000,DET,lions,3,RAI,raiders,24
1984,16,1984121400,SF,49ers,19,RAM,rams,16
1984,16,1984121500,SEA,seahawks,14,DEN,broncos,31
1984,16,1984121501,NYG,giants,3,NO,saints,10
1984,16,1984121609,RAI,raiders,7,PIT,steelers,13
1984,16,1984121608,ATL,falcons,26,PHI,eagles,10
1984,16,1984121607,MIN,vikings,14,GB,packers,38
1984,16,1984121606,DET,lions,13,CHI,bears,30
1984,16,1984121605,WAS,redskins,29,STL,cardinals,27
1984,16,1984121604,TB,buccaneers,41,NYJ,jets,21
1984,16,1984121603,SD,chargers,21,KC,chiefs,42
1984,16,1984121600,CIN,bengals,52,BUF,bills,21
1984,16,1984121601,HOU,oilers,20,CLE,browns,27
1984,16,1984121602,NE,patriots,16,IND,colts,10
1984,16,1984121700,MIA,dolphins,28,DAL,cowboys,21
1985,1,1985090807,CIN,bengals,24,SEA,seahawks,28
1985,1,1985090812,CLE,browns,24,STL,cardinals,27
1985,1,1985090811,NYG,giants,21,PHI,eagles,0
1985,1,1985090810,NE,patriots,26,GB,packers,20
1985,1,1985090809,ATL,falcons,27,DET,lions,28
1985,1,1985090808,MIN,vikings,28,SF,49ers,21
1985,1,1985090800,RAM,rams,20,DEN,broncos,16
1985,1,1985090806,BUF,bills,9,SD,chargers,14
1985,1,1985090805,CHI,bears,38,TB,buccaneers,28
1985,1,1985090804,RAI,raiders,31,NYJ,jets,0
1985,1,1985090803,HOU,oilers,26,MIA,dolphins,23
1985,1,1985090802,NO,saints,27,KC,chiefs,47
1985,1,1985090801,PIT,steelers,45,IND,colts,3
1985,1,1985090900,DAL,cowboys,44,WAS,redskins,14
1985,2,1985091200,KC,chiefs,36,RAI,raiders,20
1985,2,1985091505,TB,buccaneers,16,MIN,vikings,31
1985,2,1985091506,DEN,broncos,34,NO,saints,23
1985,2,1985091503,GB,packers,23,NYG,giants,20
1985,2,1985091502,WAS,redskins,16,HOU,oilers,13
1985,2,1985091501,STL,cardinals,41,CIN,bengals,27
1985,2,1985091500,NYJ,jets,42,BUF,bills,3
1985,2,1985091504,PHI,eagles,6,RAM,rams,17
1985,2,1985091511,SF,49ers,35,ATL,falcons,16
1985,2,1985091510,SD,chargers,35,SEA,seahawks,49
1985,2,1985091509,DET,lions,26,DAL,cowboys,21
1985,2,1985091508,CHI,bears,20,NE,patriots,7
1985,2,1985091507,MIA,dolphins,30,IND,colts,13
1985,2,1985091600,CLE,browns,17,PIT,steelers,7
1985,3,1985091900,MIN,vikings,24,CHI,bears,33
1985,3,1985092201,RAI,raiders,10,SF,49ers,34
1985,3,1985092200,NO,saints,20,TB,buccaneers,13
1985,3,1985092209,WAS,redskins,6,PHI,eagles,19
1985,3,1985092203,IND,colts,14,DET,lions,6
1985,3,1985092211,NYG,giants,27,STL,cardinals,17
1985,3,1985092210,BUF,bills,14,NE,patriots,17
1985,3,1985092202,DAL,cowboys,20,CLE,browns,7
1985,3,1985092208,MIA,dolphins,31,KC,chiefs,0
1985,3,1985092207,PIT,steelers,20,HOU,oilers,0
1985,3,1985092206,GB,packers,3,NYJ,jets,24
1985,3,1985092205,ATL,falcons,28,DEN,broncos,44
1985,3,1985092204,CIN,bengals,41,SD,chargers,44
1985,3,1985092300,SEA,seahawks,24,RAM,rams,35
1985,4,1985092906,RAM,rams,17,ATL,falcons,6
1985,4,1985092911,DET,lions,30,TB,buccaneers,9
1985,4,1985092910,BUF,bills,20,MIN,vikings,27
1985,4,1985092909,STL,cardinals,43,GB,packers,28
1985,4,1985092908,NE,patriots,20,RAI,raiders,35
1985,4,1985092907,HOU,oilers,10,DAL,cowboys,17
1985,4,1985092912,CHI,bears,45,WAS,redskins,10
1985,4,1985092905,KC,chiefs,28,SEA,seahawks,7
1985,4,1985092904,DEN,broncos,26,MIA,dolphins,30
1985,4,1985092903,PHI,eagles,10,NYG,giants,16
1985,4,1985092902,SF,49ers,17,NO,saints,20
1985,4,1985092901,NYJ,jets,25,IND,colts,20
1985,4,1985092900,SD,chargers,7,CLE,browns,21
1985,4,1985093000,PIT,steelers,24,CIN,bengals,37
1985,5,1985100612,TB,buccaneers,19,CHI,bears,27
1985,5,1985100611,SEA,seahawks,26,SD,chargers,21
1985,5,1985100610,MIA,dolphins,24,PIT,steelers,20
1985,5,1985100609,CIN,bengals,20,NYJ,jets,29
1985,5,1985100608,ATL,falcons,17,SF,49ers,38
1985,5,1985100607,NO,saints,23,PHI,eagles,21
1985,5,1985100606,RAM,rams,13,MIN,vikings,10
1985,5,1985100605,GB,packers,43,DET,lions,10
1985,5,1985100604,NYG,giants,29,DAL,cowboys,30
1985,5,1985100603,CLE,browns,24,NE,patriots,20
1985,5,1985100602,RAI,raiders,19,KC,chiefs,10
1985,5,1985100601,DEN,broncos,31,HOU,oilers,20
1985,5,1985100600,IND,colts,49,BUF,bills,17
1985,5,1985100700,WAS,redskins,27,STL,cardinals,10
1985,6,1985101300,SF,49ers,10,CHI,bears,26
1985,6,1985101302,IND,colts,10,DEN,broncos,15
1985,6,1985101309,CIN,bengals,35,NYG,giants,30
1985,6,1985101312,HOU,oilers,6,CLE,browns,21
1985,6,1985101311,NE,patriots,14,BUF,bills,3
1985,6,1985101310,PHI,eagles,30,STL,cardinals,7
1985,6,1985101301,WAS,redskins,24,DET,lions,3
1985,6,1985101308,RAI,raiders,23,NO,saints,13
1985,6,1985101307,GB,packers,20,MIN,vikings,17
1985,6,1985101306,TB,buccaneers,27,RAM,rams,31
1985,6,1985101305,SEA,seahawks,30,ATL,falcons,26
1985,6,1985101304,DAL,cowboys,27,PIT,steelers,13
1985,6,1985101303,SD,chargers,31,KC,chiefs,20
1985,6,1985101400,NYJ,jets,23,MIA,dolphins,7
1985,7,1985102012,DEN,broncos,13,SEA,seahawks,10
1985,7,1985102011,KC,chiefs,0,RAM,rams,16
1985,7,1985102010,PHI,eagles,16,DAL,cowboys,14
